en,extension,file,gen,id,length
Rose-breasted Grosbeak,.mp3,https://xeno-canto.org/787958/download,Pheucticus,787958,0:32
Rose-breasted Grosbeak,.mp3,https://xeno-canto.org/726850/download,Pheucticus,726850,1:04
Rose-breasted Grosbeak,.mp3,https://xeno-canto.org/694260/download,Pheucticus,694260,2:25
Rose-breasted Grosbeak,.mp3,https://xeno-canto.org/691880/download,Pheucticus,691880,1:33
Rose-breasted Grosbeak,.mp3,https://xeno-canto.org/661243/download,Pheucticus,661243,0:39
Rock Dove,.wav,https://xeno-canto.org/777163/download,Columba,777163,0:57
Rock Dove,.mp3,https://xeno-canto.org/774965/download,Columba,774965,0:09
Rock Dove,.mp3,https://xeno-canto.org/726247/download,Columba,726247,0:19
Rock Dove,.mp3,https://xeno-canto.org/726245/download,Columba,726245,0:27
Rock Dove,.mp3,https://xeno-canto.org/705769/download,Columba,705769,0:09
Rock Wren,.mp3,https://xeno-canto.org/782414/download,Salpinctes,782414,0:02
Rock Wren,.mp3,https://xeno-canto.org/717618/download,Salpinctes,717618,2:14
Rock Wren,.mp3,https://xeno-canto.org/711396/download,Salpinctes,711396,0:24
Rock Wren,.mp3,https://xeno-canto.org/701243/download,Salpinctes,701243,0:33
Rock Wren,.mp3,https://xeno-canto.org/698480/download,Salpinctes,698480,1:01
Ruby-throated Hummingbird,.mp3,https://xeno-canto.org/758917/download,Archilochus,758917,0:50
Ruby-throated Hummingbird,.mp3,https://xeno-canto.org/691886/download,Archilochus,691886,0:41
Ruby-throated Hummingbird,.mp3,https://xeno-canto.org/781005/download,Archilochus,781005,0:08
Ruby-throated Hummingbird,.mp3,https://xeno-canto.org/781004/download,Archilochus,781004,0:07
Ruby-throated Hummingbird,.mp3,https://xeno-canto.org/781002/download,Archilochus,781002,0:11
Ruby-crowned Kinglet,.wav,https://xeno-canto.org/772210/download,Corthylio,772210,0:25
Ruby-crowned Kinglet,.mp3,https://xeno-canto.org/752978/download,Corthylio,752978,0:47
Ruby-crowned Kinglet,.mp3,https://xeno-canto.org/735554/download,Corthylio,735554,0:31
Ruby-crowned Kinglet,.mp3,https://xeno-canto.org/729516/download,Corthylio,729516,0:34
Ruby-crowned Kinglet,.mp3,https://xeno-canto.org/729515/download,Corthylio,729515,2:29
Ruddy Duck,.mp3,https://xeno-canto.org/665164/download,Oxyura,665164,1:25
Ruddy Duck,.mp3,https://xeno-canto.org/664841/download,Oxyura,664841,0:20
Ruddy Duck,.mp3,https://xeno-canto.org/656423/download,Oxyura,656423,0:03
Ruddy Duck,.mp3,https://xeno-canto.org/656420/download,Oxyura,656420,0:24
Ruddy Duck,.mp3,https://xeno-canto.org/656418/download,Oxyura,656418,0:23
Ruffed Grouse,.mp3,https://xeno-canto.org/752969/download,Bonasa,752969,0:13
Ruffed Grouse,.mp3,https://xeno-canto.org/719749/download,Bonasa,719749,0:15
Ruffed Grouse,.mp3,https://xeno-canto.org/657341/download,Bonasa,657341,0:33
Ruffed Grouse,.mp3,https://xeno-canto.org/603746/download,Bonasa,603746,0:32
Ruffed Grouse,.mp3,https://xeno-canto.org/640705/download,Bonasa,640705,3:31
Rufous Hummingbird,.mp3,https://xeno-canto.org/656402/download,Selasphorus,656402,0:15
Rufous Hummingbird,.mp3,https://xeno-canto.org/613904/download,Selasphorus,613904,0:35
Rufous Hummingbird,.mp3,https://xeno-canto.org/609197/download,Selasphorus,609197,0:35
Rufous Hummingbird,.mp3,https://xeno-canto.org/609195/download,Selasphorus,609195,0:57
Rufous Hummingbird,.wav,https://xeno-canto.org/781701/download,Selasphorus,781701,0:08
Rusty Blackbird,.mp3,https://xeno-canto.org/793958/download,Euphagus,793958,0:55
Rusty Blackbird,.mp3,https://xeno-canto.org/793957/download,Euphagus,793957,1:36
Rusty Blackbird,.mp3,https://xeno-canto.org/793713/download,Euphagus,793713,2:32
Rusty Blackbird,.mp3,https://xeno-canto.org/721774/download,Euphagus,721774,1:16
Rusty Blackbird,.mp3,https://xeno-canto.org/691892/download,Euphagus,691892,1:27
Sagebrush Sparrow,.mp3,https://xeno-canto.org/638841/download,Artemisiospiza,638841,0:08
Sagebrush Sparrow,.wav,https://xeno-canto.org/761242/download,Artemisiospiza,761242,0:50
Sagebrush Sparrow,.wav,https://xeno-canto.org/761237/download,Artemisiospiza,761237,0:37
Sagebrush Sparrow,.mp3,https://xeno-canto.org/734054/download,Artemisiospiza,734054,0:21
Sagebrush Sparrow,.mp3,https://xeno-canto.org/710761/download,Artemisiospiza,710761,0:27
Sage Thrasher,.mp3,https://xeno-canto.org/750188/download,Oreoscoptes,750188,1:13
Sage Thrasher,.mp3,https://xeno-canto.org/727498/download,Oreoscoptes,727498,1:49
Sage Thrasher,.mp3,https://xeno-canto.org/728898/download,Oreoscoptes,728898,1:22
Sage Thrasher,.mp3,https://xeno-canto.org/700525/download,Oreoscoptes,700525,8:35
Sage Thrasher,.mp3,https://xeno-canto.org/698849/download,Oreoscoptes,698849,1:45
Savannah Sparrow,.mp3,https://xeno-canto.org/786996/download,Passerculus,786996,1:11
Savannah Sparrow,.wav,https://xeno-canto.org/782409/download,Passerculus,782409,0:24
Savannah Sparrow,.mp3,https://xeno-canto.org/773222/download,Passerculus,773222,7:31
Savannah Sparrow,.mp3,https://xeno-canto.org/754224/download,Passerculus,754224,0:42
Savannah Sparrow,.mp3,https://xeno-canto.org/754223/download,Passerculus,754223,0:48
Say's Phoebe,.wav,https://xeno-canto.org/780853/download,Sayornis,780853,2:41
Say's Phoebe,.wav,https://xeno-canto.org/778968/download,Sayornis,778968,1:05
Say's Phoebe,.mp3,https://xeno-canto.org/728995/download,Sayornis,728995,0:27
Say's Phoebe,.mp3,https://xeno-canto.org/719936/download,Sayornis,719936,0:42
Say's Phoebe,.mp3,https://xeno-canto.org/717759/download,Sayornis,717759,0:13
Scarlet Tanager,.mp3,https://xeno-canto.org/691899/download,Piranga,691899,0:36
Scarlet Tanager,.mp3,https://xeno-canto.org/691898/download,Piranga,691898,0:30
Scarlet Tanager,.mp3,https://xeno-canto.org/691896/download,Piranga,691896,1:46
Scarlet Tanager,.mp3,https://xeno-canto.org/654865/download,Piranga,654865,0:53
Scarlet Tanager,.mp3,https://xeno-canto.org/648449/download,Piranga,648449,1:27
Scott's Oriole,.mp3,https://xeno-canto.org/785638/download,Icterus,785638,0:40
Scott's Oriole,.mp3,https://xeno-canto.org/785555/download,Icterus,785555,0:37
Scott's Oriole,.mp3,https://xeno-canto.org/785554/download,Icterus,785554,0:08
Scott's Oriole,.mp3,https://xeno-canto.org/785322/download,Icterus,785322,1:15
Scott's Oriole,.mp3,https://xeno-canto.org/785321/download,Icterus,785321,0:19
Semipalmated Plover,.wav,https://xeno-canto.org/785377/download,Charadrius,785377,0:31
Semipalmated Plover,.wav,https://xeno-canto.org/785375/download,Charadrius,785375,0:31
Semipalmated Plover,.wav,https://xeno-canto.org/785374/download,Charadrius,785374,1:01
Semipalmated Plover,.wav,https://xeno-canto.org/785373/download,Charadrius,785373,0:30
Semipalmated Plover,.wav,https://xeno-canto.org/785372/download,Charadrius,785372,0:07
Semipalmated Sandpiper,.mp3,https://xeno-canto.org/745322/download,Calidris,745322,2:17
Semipalmated Sandpiper,.mp3,https://xeno-canto.org/648479/download,Calidris,648479,6:40
Semipalmated Sandpiper,.wav,https://xeno-canto.org/786215/download,Calidris,786215,0:05
Semipalmated Sandpiper,.mp3,https://xeno-canto.org/625677/download,Calidris,625677,0:03
Short-eared Owl,.wav,https://xeno-canto.org/789121/download,Asio,789121,1:14
Short-eared Owl,.wav,https://xeno-canto.org/784789/download,Asio,784789,0:06
Short-eared Owl,.wav,https://xeno-canto.org/784299/download,Asio,784299,0:08
Short-eared Owl,.mp3,https://xeno-canto.org/771770/download,Asio,771770,0:20
Short-eared Owl,.wav,https://xeno-canto.org/769536/download,Asio,769536,0:11
Sharp-shinned Hawk,.mp3,https://xeno-canto.org/791005/download,Accipiter,791005,0:05
Sharp-shinned Hawk,.mp3,https://xeno-canto.org/747525/download,Accipiter,747525,0:29
Sharp-shinned Hawk,.mp3,https://xeno-canto.org/660802/download,Accipiter,660802,1:05
Sharp-shinned Hawk,.wav,https://xeno-canto.org/778070/download,Accipiter,778070,0:08
Sharp-shinned Hawk,.wav,https://xeno-canto.org/778069/download,Accipiter,778069,0:06
Snow Bunting,.wav,https://xeno-canto.org/792766/download,Plectrophenax,792766,0:28
Snow Bunting,.wav,https://xeno-canto.org/792765/download,Plectrophenax,792765,0:26
Snow Bunting,.mp3,https://xeno-canto.org/791767/download,Plectrophenax,791767,0:14
Snow Bunting,.mp3,https://xeno-canto.org/791524/download,Plectrophenax,791524,0:08
Snow Bunting,.mp3,https://xeno-canto.org/790728/download,Plectrophenax,790728,0:13
Snow Goose,.mp3,https://xeno-canto.org/711086/download,Anser,711086,6:45
Snow Goose,.mp3,https://xeno-canto.org/686872/download,Anser,686872,0:19
Snow Goose,.mp3,https://xeno-canto.org/601777/download,Anser,601777,0:55
Snow Goose,.wav,https://xeno-canto.org/771795/download,Anser,771795,2:25
Snow Goose,.mp3,https://xeno-canto.org/770040/download,Anser,770040,2:53
Solitary Sandpiper,.mp3,https://xeno-canto.org/782335/download,Tringa,782335,0:01
Solitary Sandpiper,.mp3,https://xeno-canto.org/774176/download,Tringa,774176,0:15
Solitary Sandpiper,.mp3,https://xeno-canto.org/774172/download,Tringa,774172,0:16
Solitary Sandpiper,.mp3,https://xeno-canto.org/772523/download,Tringa,772523,0:01
Solitary Sandpiper,.mp3,https://xeno-canto.org/772521/download,Tringa,772521,0:02
Song Sparrow,.wav,https://xeno-canto.org/784137/download,Melospiza,784137,0:51
Song Sparrow,.mp3,https://xeno-canto.org/778502/download,Melospiza,778502,1:25
Song Sparrow,.mp3,https://xeno-canto.org/776458/download,Melospiza,776458,3:27
Song Sparrow,.wav,https://xeno-canto.org/776455/download,Melospiza,776455,2:58
Song Sparrow,.mp3,https://xeno-canto.org/756325/download,Melospiza,756325,0:41
Sora,.mp3,https://xeno-canto.org/775106/download,Porzana,775106,0:45
Sora,.mp3,https://xeno-canto.org/755160/download,Porzana,755160,1:59
Sora,.mp3,https://xeno-canto.org/749976/download,Porzana,749976,0:11
Sora,.mp3,https://xeno-canto.org/749975/download,Porzana,749975,0:10
Sora,.mp3,https://xeno-canto.org/677425/download,Porzana,677425,0:34
Spotted Sandpiper,.wav,https://xeno-canto.org/794038/download,Actitis,794038,0:38
Spotted Sandpiper,.wav,https://xeno-canto.org/755638/download,Actitis,755638,0:17
Spotted Sandpiper,.mp3,https://xeno-canto.org/692184/download,Actitis,692184,1:22
Spotted Sandpiper,.mp3,https://xeno-canto.org/690395/download,Actitis,690395,0:28
Spotted Sandpiper,.mp3,https://xeno-canto.org/621974/download,Actitis,621974,0:05
Spotted Towhee,.mp3,https://xeno-canto.org/788783/download,Pipilo,788783,0:21
Spotted Towhee,.wav,https://xeno-canto.org/779651/download,Pipilo,779651,1:04
Spotted Towhee,.mp3,https://xeno-canto.org/779645/download,Pipilo,779645,4:49
Spotted Towhee,.mp3,https://xeno-canto.org/779644/download,Pipilo,779644,1:51
Spotted Towhee,.mp3,https://xeno-canto.org/779642/download,Pipilo,779642,0:32
Steller's Jay,.mp3,https://xeno-canto.org/772081/download,Cyanocitta,772081,2:06
Steller's Jay,.wav,https://xeno-canto.org/756817/download,Cyanocitta,756817,0:04
Steller's Jay,.mp3,https://xeno-canto.org/748355/download,Cyanocitta,748355,3:25
Steller's Jay,.mp3,https://xeno-canto.org/735856/download,Cyanocitta,735856,0:16
Steller's Jay,.mp3,https://xeno-canto.org/731972/download,Cyanocitta,731972,0:54
Swainson's Hawk,.mp3,https://xeno-canto.org/771857/download,Buteo,771857,7:16
Swainson's Hawk,.mp3,https://xeno-canto.org/736223/download,Buteo,736223,0:05
Swainson's Hawk,.mp3,https://xeno-canto.org/626069/download,Buteo,626069,2:35
Swainson's Hawk,.mp3,https://xeno-canto.org/626066/download,Buteo,626066,4:35
Swainson's Hawk,.wav,https://xeno-canto.org/758811/download,Buteo,758811,0:05
Swamp Sparrow,.mp3,https://xeno-canto.org/793411/download,Melospiza,793411,1:34
Swamp Sparrow,.mp3,https://xeno-canto.org/792211/download,Melospiza,792211,1:22
Swamp Sparrow,.mp3,https://xeno-canto.org/786362/download,Melospiza,786362,1:54
Swamp Sparrow,.mp3,https://xeno-canto.org/784193/download,Melospiza,784193,1:08
Swamp Sparrow,.mp3,https://xeno-canto.org/784189/download,Melospiza,784189,2:16
Swainson's Thrush,.wav,https://xeno-canto.org/794037/download,Catharus,794037,2:35
Swainson's Thrush,.wav,https://xeno-canto.org/784139/download,Catharus,784139,3:24
Swainson's Thrush,.wav,https://xeno-canto.org/771104/download,Catharus,771104,1:36
Swainson's Thrush,.mp3,https://xeno-canto.org/771098/download,Catharus,771098,0:05
Swainson's Thrush,.wav,https://xeno-canto.org/764429/download,Catharus,764429,0:26
Tree Swallow,.mp3,https://xeno-canto.org/781096/download,Tachycineta,781096,0:11
Tree Swallow,.mp3,https://xeno-canto.org/781095/download,Tachycineta,781095,0:31
Tree Swallow,.mp3,https://xeno-canto.org/781094/download,Tachycineta,781094,0:34
Tree Swallow,.mp3,https://xeno-canto.org/725966/download,Tachycineta,725966,2:02
Tree Swallow,.mp3,https://xeno-canto.org/725959/download,Tachycineta,725959,3:16
Trumpeter Swan,.mp3,https://xeno-canto.org/712004/download,Cygnus,712004,1:26
Trumpeter Swan,.mp3,https://xeno-canto.org/640710/download,Cygnus,640710,0:15
Trumpeter Swan,.mp3,https://xeno-canto.org/640709/download,Cygnus,640709,0:26
Trumpeter Swan,.mp3,https://xeno-canto.org/639177/download,Cygnus,639177,0:15
Trumpeter Swan,.mp3,https://xeno-canto.org/639176/download,Cygnus,639176,0:12
Tufted Titmouse,.mp3,https://xeno-canto.org/793408/download,Baeolophus,793408,0:31
Tufted Titmouse,.wav,https://xeno-canto.org/785277/download,Baeolophus,785277,0:59
Tufted Titmouse,.wav,https://xeno-canto.org/781968/download,Baeolophus,781968,0:35
Tufted Titmouse,.mp3,https://xeno-canto.org/713584/download,Baeolophus,713584,0:48
Tufted Titmouse,.mp3,https://xeno-canto.org/713261/download,Baeolophus,713261,0:23
Tundra Swan,.wav,https://xeno-canto.org/790226/download,Cygnus,790226,0:50
Tundra Swan,.mp3,https://xeno-canto.org/781160/download,Cygnus,781160,0:37
Tundra Swan,.mp3,https://xeno-canto.org/780294/download,Cygnus,780294,2:50
Tundra Swan,.mp3,https://xeno-canto.org/780293/download,Cygnus,780293,0:56
Tundra Swan,.mp3,https://xeno-canto.org/780292/download,Cygnus,780292,1:21
Veery,.mp3,https://xeno-canto.org/794366/download,Catharus,794366,0:23
Veery,.mp3,https://xeno-canto.org/727268/download,Catharus,727268,0:28
Veery,.mp3,https://xeno-canto.org/705429/download,Catharus,705429,0:34
Veery,.mp3,https://xeno-canto.org/692196/download,Catharus,692196,2:07
Veery,.mp3,https://xeno-canto.org/692195/download,Catharus,692195,0:57
Vesper Sparrow,.mp3,https://xeno-canto.org/749660/download,Pooecetes,749660,1:10
Vesper Sparrow,.mp3,https://xeno-canto.org/741489/download,Pooecetes,741489,2:20
Vesper Sparrow,.mp3,https://xeno-canto.org/738580/download,Pooecetes,738580,0:36
Vesper Sparrow,.mp3,https://xeno-canto.org/727499/download,Pooecetes,727499,1:46
Vesper Sparrow,.mp3,https://xeno-canto.org/714140/download,Pooecetes,714140,0:18
Violet-green Swallow,.mp3,https://xeno-canto.org/678660/download,Tachycineta,678660,9:13
Violet-green Swallow,.mp3,https://xeno-canto.org/678659/download,Tachycineta,678659,7:13
Violet-green Swallow,.mp3,https://xeno-canto.org/659168/download,Tachycineta,659168,0:18
Violet-green Swallow,.mp3,https://xeno-canto.org/611748/download,Tachycineta,611748,0:38
Violet-green Swallow,.mp3,https://xeno-canto.org/611676/download,Tachycineta,611676,0:24
Warbling Vireo,.mp3,https://xeno-canto.org/780060/download,Vireo,780060,5:14
Warbling Vireo,.mp3,https://xeno-canto.org/753180/download,Vireo,753180,1:38
Warbling Vireo,.mp3,https://xeno-canto.org/753120/download,Vireo,753120,0:37
Warbling Vireo,.mp3,https://xeno-canto.org/749762/download,Vireo,749762,1:35
Warbling Vireo,.mp3,https://xeno-canto.org/749756/download,Vireo,749756,2:06
Western Bluebird,.mp3,https://xeno-canto.org/759007/download,Sialia,759007,2:53
Western Bluebird,.mp3,https://xeno-canto.org/703748/download,Sialia,703748,0:33
Western Bluebird,.mp3,https://xeno-canto.org/685078/download,Sialia,685078,0:25
Western Bluebird,.mp3,https://xeno-canto.org/649086/download,Sialia,649086,1:37
Western Bluebird,.mp3,https://xeno-canto.org/618597/download,Sialia,618597,6:51
Western Grebe,.mp3,https://xeno-canto.org/770049/download,Aechmophorus,770049,15:13
Western Grebe,.wav,https://xeno-canto.org/770046/download,Aechmophorus,770046,0:18
Western Grebe,.wav,https://xeno-canto.org/773739/download,Aechmophorus,773739,0:59
Western Kingbird,.mp3,https://xeno-canto.org/772130/download,Tyrannus,772130,5:44
Western Kingbird,.mp3,https://xeno-canto.org/772125/download,Tyrannus,772125,4:08
Western Kingbird,.wav,https://xeno-canto.org/752798/download,Tyrannus,752798,1:00
Western Kingbird,.mp3,https://xeno-canto.org/742846/download,Tyrannus,742846,0:43
Western Kingbird,.mp3,https://xeno-canto.org/719937/download,Tyrannus,719937,0:34
Western Meadowlark,.mp3,https://xeno-canto.org/787000/download,Sturnella,787000,3:25
Western Meadowlark,.mp3,https://xeno-canto.org/784650/download,Sturnella,784650,4:49
Western Meadowlark,.mp3,https://xeno-canto.org/778459/download,Sturnella,778459,0:17
Western Meadowlark,.mp3,https://xeno-canto.org/773223/download,Sturnella,773223,6:44
Western Meadowlark,.mp3,https://xeno-canto.org/757951/download,Sturnella,757951,1:50
Western Sandpiper,.mp3,https://xeno-canto.org/623972/download,Calidris,623972,0:11
Western Sandpiper,.mp3,https://xeno-canto.org/631011/download,Calidris,631011,0:10
Western Sandpiper,.mp3,https://xeno-canto.org/623973/download,Calidris,623973,0:19
Western Sandpiper,.mp3,https://xeno-canto.org/623970/download,Calidris,623970,0:03
Western Sandpiper,.mp3,https://xeno-canto.org/675422/download,Calidris,675422,0:01
Western Tanager,.wav,https://xeno-canto.org/785901/download,Piranga,785901,2:40
Western Tanager,.mp3,https://xeno-canto.org/776919/download,Piranga,776919,0:26
Western Tanager,.mp3,https://xeno-canto.org/776027/download,Piranga,776027,0:27
Western Tanager,.mp3,https://xeno-canto.org/749745/download,Piranga,749745,0:57
Western Tanager,.mp3,https://xeno-canto.org/749277/download,Piranga,749277,1:17
Western Wood Pewee,.mp3,https://xeno-canto.org/753168/download,Contopus,753168,0:33
Western Wood Pewee,.mp3,https://xeno-canto.org/753167/download,Contopus,753167,0:25
Western Wood Pewee,.mp3,https://xeno-canto.org/753166/download,Contopus,753166,0:32
Western Wood Pewee,.mp3,https://xeno-canto.org/736227/download,Contopus,736227,0:06
Western Wood Pewee,.mp3,https://xeno-canto.org/734135/download,Contopus,734135,0:46
White-breasted Nuthatch,.mp3,https://xeno-canto.org/772607/download,Sitta,772607,7:01
White-breasted Nuthatch,.wav,https://xeno-canto.org/762303/download,Sitta,762303,0:49
White-breasted Nuthatch,.mp3,https://xeno-canto.org/728659/download,Sitta,728659,1:09
White-breasted Nuthatch,.mp3,https://xeno-canto.org/714979/download,Sitta,714979,2:59
White-breasted Nuthatch,.mp3,https://xeno-canto.org/689277/download,Sitta,689277,0:40
White-crowned Sparrow,.wav,https://xeno-canto.org/785117/download,Zonotrichia,785117,0:05
White-crowned Sparrow,.wav,https://xeno-canto.org/784045/download,Zonotrichia,784045,1:07
White-crowned Sparrow,.mp3,https://xeno-canto.org/776577/download,Zonotrichia,776577,5:13
White-crowned Sparrow,.wav,https://xeno-canto.org/776576/download,Zonotrichia,776576,0:18
White-crowned Sparrow,.mp3,https://xeno-canto.org/750611/download,Zonotrichia,750611,0:39
White-faced Ibis,.mp3,https://xeno-canto.org/751188/download,Plegadis,751188,0:08
White-faced Ibis,.mp3,https://xeno-canto.org/605627/download,Plegadis,605627,0:44
White-faced Ibis,.mp3,https://xeno-canto.org/605364/download,Plegadis,605364,2:07
White-faced Ibis,.mp3,https://xeno-canto.org/772073/download,Plegadis,772073,0:40
White-faced Ibis,.mp3,https://xeno-canto.org/758991/download,Plegadis,758991,0:59
White-throated Sparrow,.mp3,https://xeno-canto.org/793715/download,Zonotrichia,793715,1:02
White-throated Sparrow,.mp3,https://xeno-canto.org/792207/download,Zonotrichia,792207,0:18
White-throated Sparrow,.mp3,https://xeno-canto.org/792206/download,Zonotrichia,792206,1:37
White-throated Sparrow,.wav,https://xeno-canto.org/778104/download,Zonotrichia,778104,1:35
White-throated Sparrow,.mp3,https://xeno-canto.org/777345/download,Zonotrichia,777345,0:34
White-throated Swift,.mp3,https://xeno-canto.org/613903/download,Aeronautes,613903,1:10
White-throated Swift,.mp3,https://xeno-canto.org/776752/download,Aeronautes,776752,1:01
White-throated Swift,.mp3,https://xeno-canto.org/727099/download,Aeronautes,727099,0:02
White-throated Swift,.mp3,https://xeno-canto.org/776753/download,Aeronautes,776753,3:01
Willow Flycatcher,.mp3,https://xeno-canto.org/729865/download,Empidonax,729865,0:29
Willow Flycatcher,.mp3,https://xeno-canto.org/726744/download,Empidonax,726744,0:10
Willow Flycatcher,.mp3,https://xeno-canto.org/726511/download,Empidonax,726511,1:12
Willow Flycatcher,.mp3,https://xeno-canto.org/692202/download,Empidonax,692202,1:01
Willow Flycatcher,.mp3,https://xeno-canto.org/692201/download,Empidonax,692201,0:54
Wilson's Snipe,.mp3,https://xeno-canto.org/739255/download,Gallinago,739255,0:14
Wilson's Snipe,.mp3,https://xeno-canto.org/692203/download,Gallinago,692203,0:25
Wilson's Snipe,.mp3,https://xeno-canto.org/651138/download,Gallinago,651138,0:19
Wilson's Snipe,.mp3,https://xeno-canto.org/609619/download,Gallinago,609619,0:36
Wilson's Snipe,.mp3,https://xeno-canto.org/606786/download,Gallinago,606786,0:27
Wild Turkey,.mp3,https://xeno-canto.org/786182/download,Meleagris,786182,1:31
Wild Turkey,.mp3,https://xeno-canto.org/779658/download,Meleagris,779658,1:23
Wild Turkey,.wav,https://xeno-canto.org/778410/download,Meleagris,778410,1:12
Wild Turkey,.mp3,https://xeno-canto.org/770958/download,Meleagris,770958,1:25
Wild Turkey,.mp3,https://xeno-canto.org/767336/download,Meleagris,767336,4:26
Winter Wren,.wav,https://xeno-canto.org/786675/download,Troglodytes,786675,0:40
Winter Wren,.mp3,https://xeno-canto.org/762158/download,Troglodytes,762158,0:28
Winter Wren,.wav,https://xeno-canto.org/752930/download,Troglodytes,752930,2:17
Winter Wren,.mp3,https://xeno-canto.org/746236/download,Troglodytes,746236,1:01
Winter Wren,.mp3,https://xeno-canto.org/746234/download,Troglodytes,746234,3:26
Wilson's Warbler,.mp3,https://xeno-canto.org/757380/download,Cardellina,757380,1:46
Wilson's Warbler,.mp3,https://xeno-canto.org/752979/download,Cardellina,752979,0:13
Wilson's Warbler,.mp3,https://xeno-canto.org/749987/download,Cardellina,749987,0:03
Wilson's Warbler,.mp3,https://xeno-canto.org/749985/download,Cardellina,749985,1:43
Wilson's Warbler,.mp3,https://xeno-canto.org/749984/download,Cardellina,749984,1:49
Wood Duck,.mp3,https://xeno-canto.org/679723/download,Aix,679723,0:15
Wood Duck,.mp3,https://xeno-canto.org/760869/download,Aix,760869,1:24
Wood Duck,.mp3,https://xeno-canto.org/760868/download,Aix,760868,0:30
Wood Duck,.wav,https://xeno-canto.org/754267/download,Aix,754267,0:15
Wood Duck,.mp3,https://xeno-canto.org/729029/download,Aix,729029,1:16
Woodhouse's Scrub Jay,.mp3,https://xeno-canto.org/788788/download,Aphelocoma,788788,0:13
Woodhouse's Scrub Jay,.mp3,https://xeno-canto.org/774531/download,Aphelocoma,774531,1:36
Woodhouse's Scrub Jay,.mp3,https://xeno-canto.org/735853/download,Aphelocoma,735853,1:02
Woodhouse's Scrub Jay,.mp3,https://xeno-canto.org/729483/download,Aphelocoma,729483,0:16
Woodhouse's Scrub Jay,.mp3,https://xeno-canto.org/710133/download,Aphelocoma,710133,1:43
Wood Thrush,.wav,https://xeno-canto.org/784058/download,Hylocichla,784058,2:48
Wood Thrush,.mp3,https://xeno-canto.org/771930/download,Hylocichla,771930,0:46
Wood Thrush,.mp3,https://xeno-canto.org/771929/download,Hylocichla,771929,2:06
Wood Thrush,.mp3,https://xeno-canto.org/739057/download,Hylocichla,739057,0:43
Wood Thrush,.mp3,https://xeno-canto.org/736946/download,Hylocichla,736946,0:04
American Coot,.mp3,https://xeno-canto.org/759378/download,Fulica,759378,2:44
American Coot,.mp3,https://xeno-canto.org/759376/download,Fulica,759376,2:38
American Coot,.mp3,https://xeno-canto.org/754222/download,Fulica,754222,0:03
American Coot,.mp3,https://xeno-canto.org/754221/download,Fulica,754221,0:54
American Coot,.mp3,https://xeno-canto.org/739246/download,Fulica,739246,0:08
Yellow-bellied Flycatcher,.mp3,https://xeno-canto.org/692218/download,Empidonax,692218,1:37
Yellow-bellied Flycatcher,.mp3,https://xeno-canto.org/639139/download,Empidonax,639139,0:16
Yellow-bellied Flycatcher,.mp3,https://xeno-canto.org/617782/download,Empidonax,617782,0:26
Yellow-bellied Flycatcher,.wav,https://xeno-canto.org/787833/download,Empidonax,787833,0:44
Yellow-bellied Flycatcher,.mp3,https://xeno-canto.org/694406/download,Empidonax,694406,0:27
Yellow-bellied Sapsucker,.mp3,https://xeno-canto.org/793710/download,Sphyrapicus,793710,4:05
Yellow-bellied Sapsucker,.mp3,https://xeno-canto.org/721727/download,Sphyrapicus,721727,1:11
Yellow-bellied Sapsucker,.mp3,https://xeno-canto.org/663258/download,Sphyrapicus,663258,1:03
Yellow-bellied Sapsucker,.mp3,https://xeno-canto.org/637799/download,Sphyrapicus,637799,1:25
Yellow-bellied Sapsucker,.mp3,https://xeno-canto.org/637797/download,Sphyrapicus,637797,3:48
Yellow-headed Blackbird,.mp3,https://xeno-canto.org/764044/download,Xanthocephalus,764044,6:40
Yellow-headed Blackbird,.mp3,https://xeno-canto.org/764043/download,Xanthocephalus,764043,4:39
Yellow-headed Blackbird,.mp3,https://xeno-canto.org/759005/download,Xanthocephalus,759005,2:33
Yellow-headed Blackbird,.mp3,https://xeno-canto.org/759004/download,Xanthocephalus,759004,4:01
Yellow-headed Blackbird,.mp3,https://xeno-canto.org/720282/download,Xanthocephalus,720282,5:17
Mangrove Warbler,.wav,https://xeno-canto.org/755648/download,Setophaga,755648,0:22
Mangrove Warbler,.wav,https://xeno-canto.org/755647/download,Setophaga,755647,0:48
Mangrove Warbler,.mp3,https://xeno-canto.org/715453/download,Setophaga,715453,2:04
Mangrove Warbler,.mp3,https://xeno-canto.org/697651/download,Setophaga,697651,0:06
Mangrove Warbler,.wav,https://xeno-canto.org/688344/download,Setophaga,688344,0:13
Myrtle Warbler,.wav,https://xeno-canto.org/780788/download,Setophaga,780788,0:29
Myrtle Warbler,.mp3,https://xeno-canto.org/753694/download,Setophaga,753694,0:36
Myrtle Warbler,.mp3,https://xeno-canto.org/753171/download,Setophaga,753171,1:35
Myrtle Warbler,.mp3,https://xeno-canto.org/753170/download,Setophaga,753170,0:37
Myrtle Warbler,.mp3,https://xeno-canto.org/731214/download,Setophaga,731214,0:33
Yellow-throated Vireo,.mp3,https://xeno-canto.org/719923/download,Vireo,719923,1:09
Yellow-throated Vireo,.mp3,https://xeno-canto.org/692224/download,Vireo,692224,1:00
Yellow-throated Vireo,.mp3,https://xeno-canto.org/692223/download,Vireo,692223,0:54
Yellow-throated Vireo,.mp3,https://xeno-canto.org/661304/download,Vireo,661304,0:20
